card_id,title,changed_fields
V17-CAT-INF-002,猫瘟家庭隔离与消毒,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-UR-001,猫应激性膀胱炎（FIC）,urgent_triage_threshold_repaired_v1_8
V17-CAT-UR-002,猫尿结石,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-GI-001,猫便秘,topic_source_mismatch_repaired_v1_8
V17-CAT-RES-001,猫哮喘,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-CAR-001,猫肥厚性心肌病,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-PAR-001,猫绦虫与蛔虫识别,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-DERM-001,猫跳蚤过敏性皮炎,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-ORAL-001,猫慢性口炎,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-REN-001,猫慢性肾病家庭护理,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-REP-002,猫乳腺肿块,topic_source_mismatch_repaired_v1_8
V17-CAT-VAX-001,猫疫苗后不良反应与注射部位肉瘤警示,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-PED-001,小猫疫苗与驱虫日程,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-BEH-001,猫应激与躲藏,urgent_triage_threshold_repaired_v1_8
V17-CAT-ORAL-002,猫牙吸收与口腔疼痛,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-DX-001,猫多饮多尿排查,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-END-001,猫体重下降排查,phrase_expansion_and_new_cards_applied_v1_7
V17-CAT-SEN-001,猫认知障碍（老年猫夜叫）,urgent_triage_threshold_repaired_v1_8
V18-DOG-RESP-001,犬反向喷嚏怎么判断,new_card
V18-DOG-BEH-001,犬吃自己或其他动物的粪便,new_card
V18-DOG-BEH-002,犬害怕雷声、烟花或爆竹,new_card
V18-DOG-BEH-003,犬乘车时流口水、紧张或呕吐,new_card
V18-DOG-RESP-002,短头犬打鼾和呼吸声很大,new_card
V18-DOG-BEH-004,犬护食或守护玩具,new_card
V18-DOG-PED-001,幼犬换牙期啃咬家具和人的手,new_card
V18-DOG-INJ-001,高温地面导致犬脚垫不适或烫伤,new_card
V18-CAT-BEH-001,猫啃咬或吞食塑料、布料和线绳,new_card
V18-CAT-GI-001,猫吐毛球与频繁呕吐的区别,new_card
V18-CAT-BEH-002,猫抓沙发和家具,new_card
V18-CAT-BEH-003,更换猫砂后拒绝使用猫砂盆,new_card
V18-CAT-BEH-004,猫喷尿标记与正常排尿怎么区分,new_card
V18-CAT-BEH-005,猫害怕航空箱和乘车,new_card
V18-CAT-NUT-001,猫吃草或啃咬家中植物,new_card
V18-CAT-BEH-006,猫玩耍时扑咬人的手脚,new_card
V17-CAT-EYE-001,猫第三眼睑脱出（樱桃眼）,removed_canine_only_evidence_not_suitable_for_commercial_cat_card
