"record_type","id","title","category_or_severity","species","content_hash","review_status","reviewer","license_number","reviewed_at","production_eligible"
"knowledge_card","MVP-RESP-009","猫呼吸困难的原因不能只按哮喘处理","respiratory","cat","73c4b9b69b826ade9ef6eab0595440d7e828f8c348d315dd2884846911633fe8","pending","","","","false"
"knowledge_card","MVP-RESP-010","如何记录犬的静息呼吸变化","respiratory","dog","de8a7d0d5d5cbf6675d248d04f418a147ba3a5c875bd7c886a1d87d5661e1ef5","pending","","","","false"
"knowledge_card","MVP-REPRO-001","未绝育母犬发情后精神差并喝水增多","reproductive","dog","75134ac0dc2cfa145d671f97864b19fe5a621f0cbe1cf91d506f34d5cb6e807b","pending","","","","false"
"knowledge_card","MVP-REPRO-002","未绝育母犬出现脓性阴道分泌物","reproductive","dog","d381fd250f973dcf02449b9e7b108ff76c2f1cb78133d35ee77a2f4110e02972","pending","","","","false"
"knowledge_card","MVP-REPRO-003","子宫蓄脓可能没有阴道分泌物","reproductive","dog","71f00e315bdd039d1fac614a6784df92bb910128a57f08fe0d9932ae36f164a0","pending","","","","false"
"knowledge_card","MVP-REPRO-004","未绝育母猫出现发热、分泌物或腹部异常","reproductive","cat","37c5450bd2a979d910a0559370ade4caab8bbf38a3616a40fad6c30b0821484c","pending","","","","false"
"knowledge_card","MVP-DERM-008","猫狗出现圆形脱毛和皮屑","dermatology","cat|dog","def0d73c0c96ab16a752dc4339c66ab7b4693930d3c11781a79f9509af897314","pending","","","","false"
"knowledge_card","MVP-DERM-009","疑似宠物皮肤癣菌病需要注意人宠传播","dermatology","cat|dog","3f8cbfb8e320340fdcb07dfca94be07a8c2de7be1cbeaf0d82d1b954c554ef6c","pending","","","","false"
"knowledge_card","MVP-DERM-010","不能只凭照片确定猫癣或狗癣","dermatology","cat|dog","69f05ce8bc371973f9e2cc3117d2b44193742a1677b8dae525e025e18c20ab68","pending","","","","false"
"knowledge_card","MVP-NEURO-001","犬猫第一次出现抽搐","neurologic","cat|dog","c66691b20d023659d9f707fd1305ef18aa5e7d09c16c8a0b4b94706776ef9e34","pending","","","","false"
"knowledge_card","MVP-NEURO-002","宠物抽搐时应该记录什么","neurologic","cat|dog","0b9be3320349b561a25c93b5eceb2e058a754e7a5b4b8e8d8060c22e5dd8208b","pending","","","","false"
"knowledge_card","MVP-NEURO-003","短时间内连续多次抽搐","neurologic","cat|dog","611e82081f59182d870cda47b5f0536c2ac22e03492d1c0cbeba2ed1ed1da198","pending","","","","false"
"knowledge_card","MVP-ORAL-005","猫吃东西时突然掉食或偏一侧咀嚼","oral","cat","7e82750f708b6ef5e52cad9414d498d75f3bcd3acbc0c591dd4ecde07a230771","pending","","","","false"
"knowledge_card","MVP-ORAL-006","猫牙吸收可能有哪些表现","oral","cat","db6db38937593ca770a528cd263150f99318e6aea76125d412f20981c973a03e","pending","","","","false"
"knowledge_card","MVP-ORAL-007","猫口腔大面积发红并流口水","oral","cat","e60c750254a08b857ced48f40274cd52ffcc03b7785ef427d2ec8666a6041939","pending","","","","false"
"knowledge_card","MVP-ORAL-008","犬牙齿松动或牙龈退缩","oral","dog","b09ace7b6a50d527b173124021f133ce9356679696d7acfcc7bf73e4572c98fa","pending","","","","false"
"knowledge_card","MVP-ORAL-009","犬猫口腔外伤或牙齿缺损伴疼痛","oral","cat|dog","2d802ded722f191d916078d8d72de1c09791a1b86eb0e203a7e3d66bdcbde695","pending","","","","false"
"knowledge_card","MVP-ORAL-010","幼犬乳牙没有脱落","oral","dog","7e0d3118fcae00b8fefcb9c2463301c8d66169fb20bc5e5a88fc562d1f819236","pending","","","","false"
"knowledge_card","MVP-ORAL-011","犬刷牙时牙龈出血","oral","dog","4029bfc1df59ea7a2643ed37924087e5113663a46e61a854189def47375fe4d8","pending","","","","false"
"knowledge_card","MVP-ORAL-012","犬猫口腔里发现肿块","oral","cat|dog","80a87972c31fab5ababfd245d7ec70cf0072d60813cff412b115bc2399972b7f","pending","","","","false"
"knowledge_card","MVP-ORAL-013","犬频繁啃硬物导致牙齿风险","oral","dog","39c04ea1b24fead0cdfb76d40d1318fb7a665e11c7c450c1bee4766a6db95501","pending","","","","false"
"knowledge_card","MVP-ORAL-014","宠物口臭突然明显加重","oral","cat|dog","11df58bf48821d4b8b25a62941e9740066d7d8933336ddf7fa8ffa0178eb34ff","pending","","","","false"
"knowledge_card","MVP-DERM-011","犬皮肤出现脓疱和环形皮屑","dermatology","dog","dcf7ab7bf155fe44181a320e262c551ba0c45e5da9d7128963061bfdd2210d22","pending","","","","false"
"knowledge_card","MVP-DERM-012","犬反复脓皮症不能只重复用药","dermatology","dog","62107288e44a63dd7dbd2036f37dbc03eec4cb8b2ff5b423723806a87874ee0b","pending","","","","false"
"knowledge_card","MVP-DERM-013","犬皮肤油腻有酸臭味","dermatology","dog","627c7bf0cb3151de71a60829cb909b28700f6dd9dee0c43f630e06b12883685c","pending","","","","false"
"knowledge_card","MVP-DERM-014","犬脚趾间红肿并反复舔咬","dermatology","dog","25321b29ca836a9b6b9f5195ba7a99f1cfd5445024b15a75069bd4594f494fe8","pending","","","","false"
"knowledge_card","MVP-DERM-015","犬突然出现湿润渗液的热斑","dermatology","dog","50e3a5b7de38d099dd7e833894ae2073557704f54f4925b0a5cc74adad85eae9","pending","","","","false"
"knowledge_card","MVP-DERM-016","犬尾根部剧烈瘙痒和掉毛","dermatology","dog","782b95d34fd68de97002db2d54bf31f8e9d44e517c586a4a5361f7851bec968c","pending","","","","false"
"knowledge_card","MVP-DERM-017","猫身体出现粟粒样小结痂","dermatology","cat","56b66fc2c2f938f001e586a7feaddd70bd427a194acf4dc547272600fb8c5d31","pending","","","","false"
"knowledge_card","MVP-DERM-018","猫脸部耳缘圆形脱毛结痂需检查","dermatology","cat","4d6628deeb15d73d72f18b466ed2194774c1b3170a15ba2c41395d82e140c88b","pending","","","","false"
"knowledge_card","MVP-DERM-019","犬皮肤反复感染时为什么要做细胞学","dermatology","dog","538c7f5f6e49c45569d84c68684e0595432e497ff1f86e0f567fb4f852039cab","pending","","","","false"
"knowledge_card","MVP-DERM-020","怀疑食物过敏不能只靠一次换粮","dermatology","cat|dog","2b7ba1a961ed5381947433e9850cefd27de4e6627d662275057eb82e24bdb986","pending","","","","false"
"knowledge_card","MVP-DERM-021","犬腹部腋下反复发红瘙痒","dermatology","dog","98f2ce46e8e0d3584de832ac7ef65b5ee5ac43b0079dbad9aee8dc7373431936","pending","","","","false"
"knowledge_card","MVP-DERM-022","猫接种或用药后突然脸肿或出现全身反应","dermatology","cat","4073a193df1488c5cd48d9b0025a2bb63999c8a57372732f49aa9ca2179d2fdf","pending","","","","false"
"knowledge_card","MVP-EYE-007","猫眼睛突然大量流泪并眯眼","eye","cat","8bbf1b46817bd40a1eb7295ce1ae4cd7563aff77e64d6688545fe3c2b9036080","pending","","","","false"
"knowledge_card","MVP-EYE-008","猫角膜溃疡需要按时复查","eye","cat","be4b976f244db9ddf26dc8564210a28cf35f05ec8b0f9c46d81acf436e6bc8bf","pending","","","","false"
"knowledge_card","MVP-EYE-009","短头犬眼球突出容易受伤","eye","dog","02a5d38dae0b2b2106a3f2c09772d628c7db72c700b6400dd0cc845e9eab2c5f","pending","","","","false"
"knowledge_card","MVP-EYE-010","犬眼睛干涩并有黏稠分泌物","eye","dog","1116468ca4d32a3ec4518cac4176c647f5219a2d4be9e1a5fcdaa80afb86e3fe","pending","","","","false"
"knowledge_card","MVP-EYE-011","猫两只瞳孔大小突然不一样","eye","cat","e748c73658ac4dd87ac7ae17830d2c7c113ca0e91bc02341055d96a28aff7982","pending","","","","false"
"knowledge_card","MVP-EYE-012","犬内眼角出现红色圆形组织","eye","dog","b71a5f2c3221afd4434099db7a45e2732da8223c948cc752b94c44f1a4d33501","pending","","","","false"
"knowledge_card","MVP-EYE-013","犬眼睛突然出现蓝白色浑浊","eye","dog","2e49ce8f1858bbd3e58d42b4e305aa87cff2160be0862badf9ae12328bfae641","pending","","","","false"
"knowledge_card","MVP-EYE-014","猫眼鼻分泌物不能只按颜色判断是否细菌感染","eye","cat","cace5ddd5d0da099e316eac9dd22e66dccee04c5effbdfe746249fa4ee701807","pending","","","","false"
"knowledge_card","MVP-EAR-004","犬外耳炎反复发作","ear","dog","23a6f29a9460a0ef9569b6a2e9380df4b30fd179236ed0566e9c3a41e85f1339","pending","","","","false"
"knowledge_card","MVP-EAR-005","犬耳廓突然鼓起像水袋","ear","dog","161a17ea5120487254764fa10cf0e6862e82fabaa92025ced4cdd213311dfc5e","pending","","","","false"
"knowledge_card","MVP-EAR-006","散步后犬单侧突然甩头需排查耳道异物","ear","dog","67063b9bf0f662ac94d2564eb861d1a0da8db8f97b624b1ee3e9260430d04fa6","pending","","","","false"
"knowledge_card","MVP-EAR-007","猫抓耳伴耳道分泌物不一定只有耳螨","ear","cat","bb1f0ab8c0c89f93e418af7111f25462c07e51a89619fb9d0df31f1ce7879c90","pending","","","","false"
"knowledge_card","MVP-EAR-008","宠物耳道疼痛时先检查再清洁","ear","dog","35c5f89357aca44dae2017d80d74a1dc4caf8e4442e51d8c32a5a8d0da80e73d","pending","","","","false"
"knowledge_card","MVP-EAR-009","耳病伴头歪或走路不稳","ear","cat|dog","32ca83775f76c12ad4450eb77e4e7d606762592609edc50d6d44e800f8e11d5c","pending","","","","false"
"knowledge_card","MVP-PED-001","新生幼犬幼猫不吃奶","pediatrics","cat|dog","86ddd534253eee80e799971da61d9dfabf40861602dd162b888b9c810f6433c7","pending","","","","false"
"knowledge_card","MVP-PED-002","新生幼犬体重不增加","pediatrics","dog","77a61dbd8270bdc5d0130b45bb0e1ef609593fe8b05ba455679c95a0345b0fe3","pending","","","","false"
"knowledge_card","MVP-PED-003","新生幼犬幼猫持续尖叫","pediatrics","cat|dog","9ca4e5fa9a584828c9bcd0aff3096cfbb14d35ec3aaca8c90cb660f2e99960b8","pending","","","","false"
"knowledge_card","MVP-PED-004","新生幼犬幼猫身体发凉","pediatrics","cat|dog","540868848b00badc0bccd0d1630b223e4435892887906d983a978987660feac9","pending","","","","false"
"knowledge_card","MVP-PED-005","幼犬幼猫断奶期软便","pediatrics","cat|dog","94c09a2bd0aa6475f7e2ea0e61c1346d5ba9804ad4705254e0b179543d2aead4","pending","","","","false"
"knowledge_card","MVP-PED-006","幼犬幼猫如何安全过渡到固体食物","pediatrics","cat|dog","62e1b699450bf589ce7b7073d830bb2b4a82026e3c1621e40790f6548ab4d5fe","pending","","","","false"
"knowledge_card","MVP-PED-007","幼犬换牙期啃咬增多","pediatrics","dog","7f4d939896389c8682d19f7ed09beca22179bc260cb347848f4a8ce92d7fe663","pending","","","","false"
"knowledge_card","MVP-PED-008","幼猫换牙期持续口臭或牙龈发红需检查","pediatrics","cat","b61b0b92d90e6e4683c905568a66be393cf39eae1ffebd166f42d37b32ddd72d","pending","","","","false"
"knowledge_card","MVP-PED-009","幼犬幼猫肚脐鼓包需检查","pediatrics","cat|dog","20cda05a133e2c68f32c42317c1363c7e521310f058458b93f5cc379056a5891","pending","","","","false"
"knowledge_card","MVP-PED-010","幼犬幼猫体重增长过慢","pediatrics","cat|dog","5e580ee557cc2d7e9515f680df1f31bc23b9d13b77ad4230a1e268176ec957c1","pending","","","","false"
"knowledge_card","MVP-PED-011","幼犬幼猫生病后疫苗是否延后","pediatrics","cat|dog","c980e785232dbca120d8afc1b41fddcbb42633e84ca51fc33cf0b2f84a24c727","pending","","","","false"
"knowledge_card","MVP-PED-012","幼犬幼猫社会化不能忽视传染病风险","pediatrics","cat|dog","97a530acd83e5feac1078094a7ac03802ef57c1f3b96bf56c57ffd92779911bc","pending","","","","false"
"knowledge_card","MVP-SENIOR-001","老年犬夜间醒来走动或叫","senior_cognitive","dog","738f0aa3e91efd5428638839db3e87084f71a0672d6133fad3059d8d124b0a18","pending","","","","false"
"knowledge_card","MVP-SENIOR-002","老年犬在熟悉环境中迷路","senior_cognitive","dog","40e4bbc7787fd9ec290aff9a8fba41cad535c57b8268b759757446b9af47e7af","pending","","","","false"
"knowledge_card","MVP-SENIOR-003","老年犬突然开始在家排泄","senior_cognitive","dog","df9e9005518bb467d0a3309ebddbf3d24819ab041aa681334e7a5a595639b201","pending","","","","false"
"knowledge_card","MVP-SENIOR-004","老年犬与家人互动明显减少","senior_cognitive","dog","478b47ea784c90fd01efc05f8ae40fd38761714c312d964aa0abd86831779b15","pending","","","","false"
"knowledge_card","MVP-SENIOR-005","老年猫夜间大声叫","senior_cognitive","cat","18cb8b920ad103a4e5d379e8d94cc477cfb065f1c469bec445cd5e58dfa69afc","pending","","","","false"
"knowledge_card","MVP-SENIOR-006","老年猫在熟悉家中显得迷茫","senior_cognitive","cat","a729e548bbfb7bb30c9a0c16ad3278a39b637cc53dc074793ef1dab5bc58c2ed","pending","","","","false"
"knowledge_card","MVP-SENIOR-007","老年宠物行为变化先排除疼痛和疾病","senior_cognitive","cat|dog","6287fdd00f3cdb4f9a7e1fd6c25924b55e6fb74f533c5fbcba50a8f9128e6085","pending","","","","false"
"knowledge_card","MVP-SENIOR-008","老年认知变化如何做家庭记录","senior_cognitive","cat|dog","9c00c4592a62e8a6b5a51150f874c076126557a4d3b662743b25f33f863e6a0a","pending","","","","false"
"knowledge_card","MVP-REPRO-005","猫是否怀孕不能只摸肚子判断","reproductive","cat","4ebe4be8900af02985b9655aa87bd3b1b15be8bbbc906e284f6d032a5c3b40b3","pending","","","","false"
"knowledge_card","MVP-REPRO-006","怀孕母猫体重和食欲怎么观察","reproductive","cat","362811195bd81777fb1dc4830f62348a855dd8f0bb5e733b20b26fd9745dc59b","pending","","","","false"
"knowledge_card","MVP-REPRO-007","母犬妊娠期间不能自行补钙","reproductive","dog","a17906705a16bd75d48d0d323db584001e10bdb5da57185ad23502380e2398f5","pending","","","","false"
"knowledge_card","MVP-REPRO-008","母犬临近分娩需要准备哪些记录","reproductive","dog","2dc145839704a3ddde243cadd3d3069da66d3229c06b83018bc8c625e74cdebf","pending","","","","false"
"knowledge_card","MVP-REPRO-009","母猫分娩时什么时候需要就医","reproductive","cat","4d0e6eee759955339397762cd297826bcb8f28fe22463bb1e4df4f4192cd0376","pending","","","","false"
"knowledge_card","MVP-REPRO-010","母犬分娩时持续用力但没有幼犬","reproductive","dog","24bac45d6feb69e075500ed14887507c7aa22a5cfec70a3dbaaa4b053db996a2","pending","","","","false"
"knowledge_card","MVP-REPRO-011","母猫产后阴道分泌物异常","reproductive","cat","0f75c5391a95eafa599f987fd41dfc6b6858412cfeeab16f0da0db5ddbf4cd43","pending","","","","false"
"knowledge_card","MVP-REPRO-012","哺乳母犬母猫乳房红肿疼痛","reproductive","cat|dog","d8b0b4f81fb3a52ca602001366cf0382ec4c0a2d4fba9cb1980f783378ecbc2c","pending","","","","false"
"knowledge_card","MVP-REPRO-013","哺乳母犬突然发抖、喘气和走不稳","reproductive","dog","f97037955e841e15c2320cfb977f54cb2b55f66345f066a8d77719d6fbaddea3","pending","","","","false"
"knowledge_card","MVP-REPRO-014","产后母犬不照顾幼崽","reproductive","dog","2519b9a61b1ffc078cfaf0a2c91c327e9ba21a503bf461adc7f016060f570cad","pending","","","","false"
"knowledge_card","MVP-TOX-003","犬误食巧克力或可可制品","toxicology","dog","a93120cf4867125c68e4f82c5f0fc6fb3cd33a83d0d006cced4739b53c39304e","pending","","","","false"
"knowledge_card","MVP-TOX-004","犬误食木糖醇食品","toxicology","dog","e39ba7918160565f0ec65181bc4b9b844dfa2df68a941b8cb15586ad3d0ec077","pending","","","","false"
"knowledge_card","MVP-TOX-005","犬误食葡萄或葡萄干","toxicology","dog","33cb70d95712d8defe948a57eeb8f767cb2e722827c6c9e9734aca059cc4a8d0","pending","","","","false"
"knowledge_card","MVP-TOX-006","犬猫误食洋葱蒜或葱属食物","toxicology","cat|dog","920105ea6e32a54682202536b40376f53019dfa3eeaffc81e088c477bc0b08a8","pending","","","","false"
"knowledge_card","MVP-TOX-007","犬猫误食酒精或未烘烤酵母面团","toxicology","cat|dog","37c33b630c651ca38f7f9907e94bcef6e191f2d9e710b06099ccf03601f81401","pending","","","","false"
"knowledge_card","MVP-TOX-008","犬误食夏威夷果","toxicology","dog","57f6db34d669016eb3695efaa6eb4f48e33ec6a4ebc040defb3f4a80efbcb0e8","pending","","","","false"
"knowledge_card","MVP-TOX-009","犬猫误食咖啡因制品","toxicology","cat|dog","2c62753371c60bdc76522539d736b8d98d58bea672525a6588adc3f7a05a4cbe","pending","","","","false"
"knowledge_card","MVP-TOX-010","猫接触百合花或花粉","toxicology","cat","4c9a07fcb09fe5cd2195745cd8ca23e77a70688c054c38d158cb24e9e3f3a628","pending","","","","false"
"knowledge_card","MVP-TOX-011","猫接触犬用含氯菊酯驱虫产品","toxicology","cat","facb200416ec687735791b254227c494f4478c88e0c0b27de40dc0ddc5f68f43","pending","","","","false"
"knowledge_card","MVP-TOX-012","犬猫误食人用止痛药","toxicology","cat|dog","9912b876b8becb31c0df36cf9e21306a069f0cb5bb8ac225a9bebe223749042f","pending","","","","false"
"knowledge_card","MVP-TOX-013","猫误食对乙酰氨基酚","toxicology","cat","a60e2d96513a93f90b6fd020c45df49cdc9650c4931127149d76463ef5a65e23","pending","","","","false"
"knowledge_card","MVP-TOX-014","犬误食抗凝血灭鼠药","toxicology","dog","01060af1cb4412700c7253b7c17873852c9d0b7a0a6c0c6db28e17dfd0c30b2d","pending","","","","false"
"knowledge_card","MVP-TOX-015","猫舔到含苯扎氯铵的浓缩消毒剂","toxicology","cat","520baa8b2d9987a5bfb63aabc3998e4261f2789231230678ea693cf43a10b076","pending","","","","false"
"knowledge_card","MVP-TOX-016","犬猫接触成分不明的杀虫剂或化学品","toxicology","cat|dog","d4c6a58516d1618f439a5d42791790a0bb28446bfca0790e4b13a3b440d449a6","pending","","","","false"
"knowledge_card","MVP-TOX-017","犬猫误食不明植物","toxicology","cat|dog","62dab3fd5bae34541f62c7c72992bfb605c8e7336aee69720a7e8593a383f475","pending","","","","false"
"knowledge_card","MVP-DX-001","化验单一项超出参考范围不等于确诊","diagnostics","cat|dog","2562fb4ad94a9d6a75dd6bb9d9246bd31ec3604aceaa5d633f2fb4f2a4e00c42","pending","","","","false"
"knowledge_card","MVP-DX-002","红细胞或血红蛋白偏低怎么理解","diagnostics","cat|dog","4a48b27a93ceeb3ef457e39c11f80f2573e0ea23993007a85a5b9fb3f6429861","pending","","","","false"
"knowledge_card","MVP-DX-003","猫白细胞升高不能单独证明细菌感染","diagnostics","cat","42da32072177e549eba093fab3273aa23d2344a5e9982a342e3c49c3f0c0e636","pending","","","","false"
"knowledge_card","MVP-DX-004","犬ALT或ALP升高不等于肝功能衰竭","diagnostics","dog","34477c7d95f8cc3d9582adf5ecc72777afa8b16a4c5e56f4a2004105c19dc846","pending","","","","false"
"knowledge_card","MVP-DX-005","肌酐和尿素需要结合水合及尿液结果","diagnostics","cat|dog","5111c9ad7eaab876741534032dba7bbd007d49aab94c6041fc21ce8ee18491e8","pending","","","","false"
"knowledge_card","MVP-DX-006","尿比重偏低或偏高怎么理解","diagnostics","cat|dog","6cc9940461f245f28686324165bb5cbd567d50f1e13fa901938738371cf04ae1","pending","","","","false"
"knowledge_card","MVP-DX-007","尿蛋白阳性需要确认来源和持续性","diagnostics","cat|dog","c17d28a4348330ba9b26ee2f12e8ce043aa0a2ffcbbfcc438be5b8e693045282","pending","","","","false"
"knowledge_card","MVP-DX-008","尿潜血阳性不一定都是膀胱出血","diagnostics","cat|dog","34c9cdeb171af92d200c5c42adcbc747ed0426c078900143ddcbd32335a4f21e","pending","","","","false"
"knowledge_card","MVP-DX-009","猫血糖升高需区分应激与糖尿病","diagnostics","cat","c1c8e51ad219e5267ca8805b4e5ce75507cdd69820cb013c69adf9ec6ef27984","pending","","","","false"
"knowledge_card","MVP-DX-010","犬血压单次偏高需要规范复测","diagnostics","dog","e773224f477574f47f10949fe43e15215eeeb34566e3909da4afe6d7fe3a8d1c","pending","","","","false"
"knowledge_card","MVP-MON-001","慢性肾病猫如何记录体重和食欲","home_monitoring","cat","a69d08d847de62c61284b2a5c3f11ebb60212efe52c21e6a4c4d5d7c63f33423","pending","","","","false"
"knowledge_card","MVP-MON-002","慢性肾病宠物如何记录饮水和排尿","home_monitoring","cat|dog","74a9ef7edcc96dc0cd95257b9c5eab3bd969be3f5c8a0e952a414bb635343fbc","pending","","","","false"
"knowledge_card","MVP-MON-003","犬心脏病如何记录睡眠呼吸","home_monitoring","dog","d986688f837181bd51cbc941171c35655d099f1a5e8a6dba84e61ded991fdfa2","pending","","","","false"
"knowledge_card","MVP-MON-004","糖尿病宠物家庭日志要记什么","home_monitoring","cat|dog","18662f45b7674c73d08529dfea994ec151a1a4afb031a652246c83b5d28917c7","pending","","","","false"
"knowledge_card","MVP-MON-005","骨关节炎宠物如何记录活动变化","home_monitoring","cat|dog","7bbd287b11461b5098c83f071f355baace6b9cb5eda936d579bfcbd46575d011","pending","","","","false"
"knowledge_card","MVP-MON-006","犬过敏性皮肤病如何记录复发诱因","home_monitoring","dog","02f92668f84acf20520f1d4250278da9dd45c54681926776c74aae3f176c9290","pending","","","","false"
"knowledge_card","MVP-MON-007","癫痫宠物发作日志要记录什么","home_monitoring","cat|dog","556081b3841d98ba83932eb4d9b95c59a72184a3eeb8d22154d91d56105b89af","pending","","","","false"
"knowledge_card","MVP-MON-008","宠物新发现肿块如何在家记录","home_monitoring","cat|dog","943556bda457fbeaa3a4140f2c4738cab664e7b865d907d08098efc9f7d1f6fe","pending","","","","false"
"knowledge_card","MVP-MON-009","犬慢病药物漏服后不要自行加倍","home_monitoring","dog","270bab753edc3b260b5eb3bd68d141b74f5862613f89f6f3aaaf1b2a401a5308","pending","","","","false"
"emergency_rule","OS-ER-UR-001","疑似猫尿道阻塞","emergency_now","cat","51beb4097b988eb09cc60bc849fdb150b53d45b7753669a2c4edeb508f87731f","pending","","","","false"
"emergency_rule","OS-ER-RESP-001","明显呼吸困难","emergency_now","cat|dog","bf7c4fa4a15e502cf1fa2819341f9aa8719964e036017cf00b5f8f27cc83c836","pending","","","","false"
"emergency_rule","OS-ER-GI-001","腹泻伴严重全身症状","urgent_same_day","dog","5ee3149e488ed22868fd003df89b4c2b788a3f006453fdc4d3688cfa9ebaddb0","pending","","","","false"
"emergency_rule","OS-ER-EYE-001","眼痛、浑浊或突然失明","urgent_same_day","dog","8e0e8c945cf962693370c13c11516a7623718758644ddff7860593c44162fd01","pending","","","","false"
"emergency_rule","OS-ER-VAX-001","接种后严重全身反应","emergency_now","cat|dog","462cd9713dfd3b70fa64617969b625eea3a4df2e99a5fa622c60478b216175ac","pending","","","","false"
"emergency_rule","MVP-ER-NEURO-001","首次抽搐或持续抽搐","emergency_now","cat|dog","0b302d0971060aa8bd522821fe1ce81abb66a68a402d4279905318cd191b3744","pending","","","","false"
"emergency_rule","MVP-ER-TOX-001","已知或疑似误食毒物","emergency_now","cat|dog","41926cb89c93f92b82fbe87e39e7511556c914914f11c418b66d30e27f128ec7","pending","","","","false"
"emergency_rule","MVP-ER-TOX-002","误食常见有毒食物","urgent_same_day","cat|dog","c081cabe098cb51465826ddff6fe0fccd045c341ec5fd2b93ac47e678ff61169","pending","","","","false"
"emergency_rule","MVP-ER-HEAT-001","疑似热相关疾病","emergency_now","dog","42bf3fa0fbabfa0a387a690bf8451df6db8aa594ade0a606987aae3d40b2a260","pending","","","","false"
"emergency_rule","MVP-ER-COLLAPSE-001","倒地或意识异常","emergency_now","cat|dog","48ca025a9e1326769baf05b00275d6302d3b2eeaabebb47ccb8d4d3fc7791180","pending","","","","false"
"emergency_rule","MVP-ER-BLEED-001","持续或大量出血","emergency_now","cat|dog","04531eb8413d76b0b569cdf7280d51e4b42ecab701a63b2b8840c647c4299c7e","pending","","","","false"
"emergency_rule","MVP-ER-TRAUMA-001","车祸、高处坠落或严重撞击","emergency_now","cat|dog","e9011959e9b29480d85b874a6f669caaab3f519f3b3df3dab18b3aa8797ddbd5","pending","","","","false"
"emergency_rule","MVP-ER-GDV-001","疑似犬胃扩张扭转","emergency_now","dog","9eee6281f9b5914dba9ea9ea9ddc2bdfed8e2b0caf6bc27a8bd71ba9ba43f35e","pending","","","","false"
"emergency_rule","MVP-ER-VOMIT-001","反复呕吐且无法饮水","emergency_now","cat|dog","661d74d7e16fcf0946aa812bf7dfe9e56fd4284c41020ac7576295d5fc72bb00","pending","","","","false"
"emergency_rule","MVP-ER-MELENA-001","犬黑便或呕血伴循环异常","emergency_now","dog","65a99c406255b6dd13af66c5bc6dd7ead91e461d5fc3e3989ce0570dd64d2939","pending","","","","false"
"emergency_rule","MVP-ER-NEURO-002","犬突然瘫痪或无法站立","emergency_now","dog","a4654d426f30f801ac6d2703b9a4332513de347a3863afc9964c73b8da0c3df3","pending","","","","false"
"emergency_rule","MVP-ER-EYE-002","眼球外伤或突然视力丧失","emergency_now","cat|dog","3659012a0b2d4cc2e05c84e083a31fdc9f1f48f5fc92fe2b4132a930ee0d181d","pending","","","","false"
"emergency_rule","MVP-ER-ALLERGY-001","猫接种后急性严重全身反应","emergency_now","cat","db68f7d5b429f6dfacc9f0e9baa54632c628b9c23a4b720172d11a5a40521a4b","pending","","","","false"
"emergency_rule","MVP-ER-UR-002","犬疑似尿潴留或尿道阻塞","emergency_now","dog","4e8602875bafed9f217d1329c1e1d9a1be35d918afbf897c7139abbe5e532645","pending","","","","false"
"emergency_rule","MVP-ER-FB-001","线状异物或尖锐异物","emergency_now","cat|dog","d6d55a9427e97e15da05b4c9d26619f1a84410996b10ed41414516a7f9c2e4c7","pending","","","","false"
"emergency_rule","MVP-ER-AIRWAY-001","犬猫明显呼吸困难或发绀","emergency_now","cat|dog","296fb301516c756f0dcf6b6854dc79229a30cc5452ab88b593570a2ad29e543d","pending","","","","false"
"emergency_rule","MVP-ER-BITE-001","咬伤累及胸腹或伴休克表现","emergency_now","cat|dog","3116ab8076a56234753ad8dc77d8c9585a996c88ac6ee40db302698dfb465387","pending","","","","false"
"emergency_rule","MVP-ER-POSTOP-001","术后切口裂开或持续出血","urgent_same_day","cat|dog","39602264aec966bfde26c96fab92d4d2066008bbba1e4fc2ec93013186a4d1f3","pending","","","","false"
"emergency_rule","MVP-ER-PED-001","幼犬腹泻呕吐伴明显虚弱","emergency_now","dog","a74f9945665d6fcd7c84ef41bb5b6a125ba66b5d127d6db6de37fe01a05ad09a","pending","","","","false"
"emergency_rule","MVP-ER-PAIN-001","无法缓解的剧烈疼痛","emergency_now","cat|dog","0a88d4eb2bd289eece0eb5baf572984a3182a49b525c656fd6027566e16aae72","pending","","","","false"
"emergency_rule","MVP-ER-REPRO-001","疑似子宫蓄脓","urgent_same_day","cat|dog","c11a11ed81443c4645ca59fed33fd5de33f2f1b97f6ff40a78fa51e397e05737","pending","","","","false"
"emergency_rule","MVP-ER-ENDO-001","疑似糖尿病酮症酸中毒","emergency_now","cat|dog","bf925e75c56e3d46c65df2b7f66b993f53d9a7a5bda2de812151377009c99447","pending","","","","false"
"emergency_rule","MVP-ER-ENDO-002","降糖治疗相关疑似低血糖","emergency_now","cat|dog","2105da88124f0c56efc5bb198f70e895e7b64f7633c70d76d864c3529fc4bc4b","pending","","","","false"
"emergency_rule","MVP-ER-INF-001","幼龄动物疑似严重病毒性胃肠炎","emergency_now","cat|dog","d2cdaa1edce4c0d5f542aa8035f786276a972919829b591db4c4873a788fb174","pending","","","","false"
"emergency_rule","MVP-ER-CARD-001","猫突然后肢瘫痪并剧烈疼痛","emergency_now","cat","d116cab739a9cf6384ba54392bdabe1dc61a1ddd0dd0efbb8cfb5f914808db6c","pending","","","","false"
"emergency_rule","MVP-ER-TOX-003","猫疑似接触百合","emergency_now","cat","a7023ebecd619474bd8c55a1cf9b3bff2d8409bd5a575e100bdb40b9c24d7cc1","pending","","","","false"
