id,version,locale,title,species,category,scope,user_phrases,owner_observable_signs,source_supported_simple_facts,questions_to_ask,safe_next_step,red_flags,retrieval_text,evidence,license_policy,commercial_use_allowed,repair_status,release_gate,review_required,index_tier,production_eligible,content_hash
MVP-PH-003,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬长期消瘦并且粪便量多,"[""dog""]",pancreatic_hepatobiliary,common_disease_health_education_and_triage,"[""狗吃很多还消瘦拉很多"", ""狗大便量特别多""]","[""体重下降"", ""粪便量增加或稀软"", ""食欲可能增加""]","[""犬胰外分泌功能不全可导致消化吸收异常和体重下降"", ""慢性肠病和寄生虫等也可出现类似表现""]","[""狗狗的食欲与平时相比是正常、增加还是下降？"", ""粪便颜色、性状或排便频率是否出现异常？持续多久了？"", ""近期是否做过驱虫？日常饮食主要喂什么？""]",记录症状出现时间、频率、食欲、饮水、粪便性状和活动变化，尽快由兽医结合体检及必要检查判断；不要仅凭本卡自行确诊或用药。如出现任一红旗症状，应立即就医或前往急诊。,"[""快速消瘦"", ""持续呕吐"", ""明显虚弱或脱水""]",犬长期消瘦并且粪便量多；狗吃很多还消瘦拉很多；狗大便量特别多；体重下降；粪便量增加或稀软；食欲可能增加；犬胰外分泌功能不全可导致消化吸收异常和体重下降；慢性肠病和寄生虫等也可出现类似表现；快速消瘦；持续呕吐；明显虚弱或脱水,"[{""source_id"": ""PMC10376357"", ""title"": ""Untargeted Analysis of Serum Metabolomes in Dogs with Exocrine Pancreatic Insufficiency"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC10376357/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,a6ae7d5506b70aa444b80ec17be4d6edc2c5c84818ebee3f665a15c8947322ea
MVP-PH-004,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬肝胆疾病的非特异性表现,"[""dog""]",pancreatic_hepatobiliary,common_disease_health_education_and_triage,"[""狗肝不好有什么表现"", ""狗不吃没精神会是肝病吗""]","[""食欲下降"", ""精神差"", ""呕吐或腹泻"", ""饮水变化""]","[""犬肝胆疾病早期表现可能缺乏特异性"", ""需要血液和影像检查区分胃肠、胰腺和其他疾病""]","[""尿色是否明显变深（如浓茶色或酱油色）？"", ""腹部是否看起来比平时膨大或变圆？"", ""是否出现呕吐？""]",记录症状出现时间、频率、饮水、食欲和活动变化；若出现呕血、黑便、意识混乱/异常嗜睡或明显黄疸等任一红旗表现，应立即急诊。未出现上述红旗时，也需尽快由兽医结合体检及必要检查判断；不要仅凭本卡自行确诊或用药。,"[""黄疸"", ""意识或行为异常"", ""呕血黑便""]",犬肝胆疾病的非特异性表现；狗肝不好有什么表现；狗不吃没精神会是肝病吗；食欲下降；精神差；呕吐或腹泻；饮水变化；犬肝胆疾病早期表现可能缺乏特异性；需要血液和影像检查区分胃肠、胰腺和其他疾病；黄疸；意识或行为异常；呕血黑便,"[{""source_id"": ""DOI-10.3390-ani14192886"", ""title"": ""Exploring the Relationship between Canine Paraoxonase-1 and Liver Disease"", ""url"": ""https://www.mdpi.com/2076-2615/14/19/2886"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,d3f7f0ac5afc01461150fe5ad818138b4908e38d37b95e1cd5b84e45384ebd19
MVP-PH-005,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬出现黄疸,"[""dog""]",pancreatic_hepatobiliary,common_disease_health_education_and_triage,"[""狗眼白发黄"", ""狗牙龈或皮肤变黄""]","[""眼白、牙龈或耳廓皮肤发黄"", ""尿色可能加深""]","[""黄疸可能与肝胆、溶血或其他严重疾病有关"", ""需要尽快确定原因而不能在家观察多日""]","[""狗狗现在有没有明显虚弱、意识异常、反复呕吐或出血？"", ""皮肤或眼白发黄出现多久了？"", ""最近是否接触过药物、毒物或变质食物？""]",当天就医评估；若伴明显虚弱、意识异常、出血或持续呕吐，立即急诊。,"[""明显虚弱"", ""意识异常"", ""反复呕吐或出血""]",犬出现黄疸；狗眼白发黄；狗牙龈或皮肤变黄；眼白、牙龈或耳廓皮肤发黄；尿色可能加深；黄疸可能与肝胆、溶血或其他严重疾病有关；需要尽快确定原因而不能在家观察多日；明显虚弱；意识异常；反复呕吐或出血,"[{""source_id"": ""DOI-10.3390-ani14192886"", ""title"": ""Exploring the Relationship between Canine Paraoxonase-1 and Liver Disease"", ""url"": ""https://www.mdpi.com/2076-2615/14/19/2886"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,20e2bd18f1e4331f15649f5af6c931c0bcf9ce0767618aa18e0b1724a11536d4
MVP-PH-006,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬腹部逐渐膨大疑似腹水,"[""dog""]",pancreatic_hepatobiliary,common_disease_health_education_and_triage,"[""狗肚子越来越大"", ""狗肚子像有水""]","[""腹围增加"", ""可能活动下降或呼吸受影响""]","[""腹部积液可与肝脏、心脏、低蛋白或其他疾病有关"", ""不能通过触摸自行判断液体或肥胖""]","[""它现在呼吸是否变快、费力或张口呼吸？"", ""肚子变大是突然出现的，还是逐渐变大的？"", ""有没有牙龈发白、站不稳或突然倒地？""]",记录症状出现时间、频率、饮水、食欲和活动变化，尽快由兽医结合体检及必要检查判断；不要仅凭本卡自行确诊或用药；若出现上述任一红旗表现，请立即就医或急诊。,"[""呼吸困难"", ""腹部突然快速增大"", ""倒地或牙龈苍白""]",犬腹部逐渐膨大疑似腹水；狗肚子越来越大；狗肚子像有水；腹围增加；可能活动下降或呼吸受影响；腹部积液可与肝脏、心脏、低蛋白或其他疾病有关；不能通过触摸自行判断液体或肥胖；呼吸困难；腹部突然快速增大；倒地或牙龈苍白,"[{""source_id"": ""DOI-10.3390-ani14192886"", ""title"": ""Exploring the Relationship between Canine Paraoxonase-1 and Liver Disease"", ""url"": ""https://www.mdpi.com/2076-2615/14/19/2886"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,a52dc401b7a781b587054822ae36ce78e758850d43cecb5ca52f31df49b22c85
MVP-PH-007,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬持续呕吐并伴腹部疼痛,"[""dog""]",pancreatic_hepatobiliary,common_disease_health_education_and_triage,"[""狗一直吐还肚子疼"", ""趴着不让碰肚子""]","[""反复呕吐"", ""弓背或拒绝触碰腹部"", ""食欲下降""]","[""持续呕吐和腹痛可见于胰腺、胃肠异物等多种疾病"", ""需要及时排除危及生命的问题""]","[""呕吐物里是否有血或呈咖啡色？"", ""能否喝水并保持不吐？"", ""腹部是否明显胀大或变硬？""]",尽快到医院检查；无法饮水、腹部膨大、呕血或明显虚弱时按急症处理。若出现任一红旗症状，应立即前往急诊。,"[""无法饮水"", ""腹部明显膨大"", ""虚弱倒地或呕血""]",犬持续呕吐并伴腹部疼痛；狗一直吐还肚子疼；趴着不让碰肚子；反复呕吐；弓背或拒绝触碰腹部；食欲下降；持续呕吐和腹痛可见于胰腺、胃肠异物等多种疾病；需要及时排除危及生命的问题；无法饮水；腹部明显膨大；虚弱倒地或呕血,"[{""source_id"": ""DOI-10.3390-ani12121581"", ""title"": ""Risk Factors and Clinical Presentation in Dogs with Increased Pancreatic Lipase Immunoreactivity Concentrations"", ""url"": ""https://www.mdpi.com/2076-2615/12/12/1581"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,304daeeb20aa42353d9279a94cdd08758b09e70f88963250584c4882cec456a2
MVP-INF-001,1.6.0-open-mvp-truth-repair-draft,zh-CN,未完成免疫幼犬突然呕吐腹泻,"[""dog""]",infectious,common_disease_health_education_and_triage,"[""幼犬又吐又拉"", ""小狗可能得细小""]","[""急性呕吐"", ""腹泻可能带血"", ""食欲和精神下降""]","[""犬细小病毒可引起急性胃肠炎，幼犬和免疫不全犬风险更高"", ""仅凭便血不能确诊但需要尽快检测和支持治疗""]","[""是否频繁呕吐，甚至喝水也吐？"", ""腹泻是否带血或呈番茄酱样？"", ""精神是否明显变差、虚弱或站立不稳？""]",尽快就医并与其他犬隔离；明显虚弱、持续呕吐或血样腹泻按急症处理；若出现上述任一红旗表现，请立即就医或急诊。,"[""频繁呕吐"", ""血样腹泻"", ""明显脱水或虚弱""]",未完成免疫幼犬突然呕吐腹泻；幼犬又吐又拉；小狗可能得细小；急性呕吐；腹泻可能带血；食欲和精神下降；犬细小病毒可引起急性胃肠炎，幼犬和免疫不全犬风险更高；仅凭便血不能确诊但需要尽快检测和支持治疗；频繁呕吐；血样腹泻；明显脱水或虚弱,"[{""source_id"": ""DOI-10.3390-microorganisms13010047"", ""title"": ""Overview of Recent Advances in Canine Parvovirus Research"", ""url"": ""https://www.mdpi.com/2076-2607/13/1/47"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,180f2e559fc94f5cafc005f2c256f40fffc828f4d5d564f9ea952fb76c137f14
MVP-INF-002,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬细小病毒的家庭隔离注意,"[""dog""]",infectious,common_disease_health_education_and_triage,"[""怀疑细小要隔离吗"", ""家里还有别的狗""]","[""呕吐腹泻的未免疫或幼龄犬""]","[""犬细小病毒具有传染性并能污染环境"", ""疑似病例应严格隔离，避免与其他犬直接或间接接触，并提前通知接诊医院""]","[""病犬当前是否出现血便、持续呕吐或明显虚弱等紧急症状？"", ""家中其他犬是否已出现呕吐、腹泻或精神变差等症状？"", ""是否已提前联系接诊医院并告知怀疑细小病毒感染？""]",立即将疑似犬与其他犬分开，单独使用食盆和排泄区域；避免接触粪便和呕吐物，并用对细小病毒有效的消毒剂（如稀释漂白水）清洁污染区域。提前通知接诊医院，同时记录症状出现时间、频率、饮水、食欲和活动变化，尽快由兽医判断。出现任一红旗表现时应立即就医或急诊，不要仅凭本卡自行确诊或用药。,"[""病犬持续呕吐或虚弱"", ""其他幼犬开始出现症状"", ""血便或出血性腹泻"", ""明显嗜睡或精神沉郁"", ""无法进水或明显脱水"", ""虚脱"", ""体温过高或过低""]",犬细小病毒的家庭隔离注意；怀疑细小要隔离吗；家里还有别的狗；呕吐腹泻的未免疫或幼龄犬；犬细小病毒具有传染性并能污染环境；疑似病例应严格隔离，避免与其他犬直接或间接接触，并提前通知接诊医院；病犬持续呕吐或虚弱；其他幼犬开始出现症状；血便或出血性腹泻；明显嗜睡或精神沉郁；无法进水或明显脱水；虚脱；体温过高或过低,"[{""source_id"": ""DOI-10.3390-microorganisms13010047"", ""title"": ""Overview of Recent Advances in Canine Parvovirus Research"", ""url"": ""https://www.mdpi.com/2076-2607/13/1/47"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,7fc0c848c6f7798bcd30b7f56d07c118690fa3c4050e4422d595314b2158ebe1
MVP-INF-003,1.6.0-open-mvp-truth-repair-draft,zh-CN,幼犬疫苗未完成时的高风险接触,"[""dog""]",infectious,common_disease_health_education_and_triage,"[""幼犬没打完疫苗能出门吗"", ""接触病狗怎么办""]","[""呕吐"", ""腹泻"", ""精神下降或活动减少"", ""食欲下降"", ""饮水减少""]","[""免疫未完成的幼犬对犬细小等感染风险更高"", ""风险管理应结合当地流行情况和兽医疫苗计划""]","[""现在精神和活动状态是否明显变差或虚弱？"", ""目前有没有呕吐？"", ""目前有没有腹泻？""]",记录症状出现时间、频率、饮水、食欲和活动变化，尽快由兽医结合体检及必要检查判断；不要仅凭本卡自行确诊或用药。若出现呕吐、腹泻、精神下降或明显虚弱中的任一红旗表现，应立即就医或急诊。,"[""呕吐"", ""腹泻"", ""精神下降或明显虚弱""]",幼犬疫苗未完成时的高风险接触；幼犬没打完疫苗能出门吗；接触病狗怎么办；可能接触犬只排泄物或高犬流量环境；免疫未完成的幼犬对犬细小等感染风险更高；风险管理应结合当地流行情况和兽医疫苗计划；出现呕吐腹泻和精神下降；接触后快速虚弱,"[{""source_id"": ""DOI-10.3390-microorganisms13010047"", ""title"": ""Overview of Recent Advances in Canine Parvovirus Research"", ""url"": ""https://www.mdpi.com/2076-2607/13/1/47"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,81d064006b30acacc3ad552b14ef790ab9f07bf7005e64fe0f1c8d9a2b39e864
MVP-INF-004,1.6.0-open-mvp-truth-repair-draft,zh-CN,幼猫突然发热、呕吐和严重腹泻,"[""cat""]",infectious,common_disease_health_education_and_triage,"[""幼猫又吐又拉没精神"", ""猫瘟有什么表现""]","[""发热或体温异常"", ""呕吐"", ""腹泻"", ""明显精神差""]","[""猫泛白细胞减少症可引起严重全身和胃肠症状，幼猫风险更高"", ""需要检测和临床检查确认""]","[""它现在是否明显虚弱、站不稳或倒地？"", ""它是否持续呕吐，完全无法喝水？"", ""它有没有接种过猫瘟疫苗？""]",立即与其他猫隔离并尽快就医；明显虚弱或无法饮水按急症处理；若出现上述任一红旗表现，请立即就医或急诊。,"[""明显虚弱"", ""持续呕吐无法饮水"", ""体温异常或倒地""]",幼猫突然发热、呕吐和严重腹泻；幼猫又吐又拉没精神；猫瘟有什么表现；发热或体温异常；呕吐；腹泻；明显精神差；猫泛白细胞减少症可引起严重全身和胃肠症状，幼猫风险更高；需要检测和临床检查确认；明显虚弱；持续呕吐无法饮水；体温异常或倒地,"[{""source_id"": ""PMC9227120"", ""title"": ""Feline Panleukopenia Outbreaks and Risk Factors in Cats in Animal Shelters"", ""url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC9227120/"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,a6191804c53c8dac16064c68f6eb81b8949b8235e65f3735b52bbe5bcc83ef13
MVP-INF-005,1.6.0-open-mvp-truth-repair-draft,zh-CN,新领养猫什么时候考虑FeLV/FIV检测,"[""cat""]",infectious,common_disease_health_education_and_triage,"[""新猫要查猫白血病吗"", ""新猫需要查猫艾滋吗""]","[""可能没有症状""]","[""FeLV和FIV感染可以在无明显症状时存在"", ""是否检测及复检应结合来源、年龄、暴露风险和兽医建议""]","[""猫咪目前是否有持续发热、严重虚弱、呼吸困难、抽搐或显著消瘦等红旗表现？"", ""猫咪是否有外出史或与其他猫打斗史？"", ""猫咪是否会与其他猫共同生活？""]",新猫首次兽医检查时建议进行 FeLV/FIV 检测，尤其多猫家庭、来源不明、有外出或打斗史；若已有异常症状，记录变化并尽快就医；出现任一红旗表现时，立即就医或急诊。不要仅凭本卡自行确诊或用药。,"[""持续发热或严重虚弱"", ""贫血样牙龈苍白"", ""呼吸困难"", ""抽搐或共济失调"", ""显著消瘦/体重下降"", ""反复或慢性感染""]",新领养猫什么时候考虑FeLV/FIV检测；新猫要查猫白血病吗；新猫需要查猫艾滋吗；可能没有症状；FeLV和FIV感染可以在无明显症状时存在；是否检测及复检应结合来源、年龄、暴露风险和兽医建议；持续发热或严重虚弱；贫血样牙龈苍白；呼吸困难；抽搐或共济失调；显著消瘦/体重下降；反复或慢性感染,"[{""source_id"": ""DOI-10.3390-v4112684"", ""title"": ""Clinical Aspects of Feline Retroviruses: A Review"", ""url"": ""https://www.mdpi.com/1999-4915/4/11/2684"", ""license"": ""CC BY 3.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,ae1dade7ac6e8e79ad7aae1089216507538b10a9236c4f28fb9ad56e0823b47e
MVP-INF-006,1.6.0-open-mvp-truth-repair-draft,zh-CN,猫白血病病毒感染可能表现很不典型,"[""cat""]",infectious,common_disease_health_education_and_triage,"[""FeLV猫有什么表现"", ""猫总是生病是不是白血病""]","[""反复感染"", ""体重下降"", ""食欲和精神下降"", ""牙龈可能苍白""]","[""FeLV相关临床表现可以涉及贫血、免疫抑制和肿瘤等多个方面"", ""症状不能替代病毒检测""]","[""猫目前是否出现呼吸困难、明显牙龈苍白、持续高热或倒地等紧急表现？"", ""猫是否做过FeLV检测？"", ""猫是否与确诊FeLV阳性的猫接触过？""]",若猫出现任一红旗表现（明显牙龈苍白、呼吸困难、持续高热或倒地），请立即带猫前往急诊就医；无这些红旗表现时，可记录症状出现时间、频率、饮水、食欲和活动变化，并尽快预约兽医检查；不要仅凭本卡自行确诊或用药。,"[""明显牙龈苍白"", ""呼吸困难"", ""持续高热或倒地""]",猫白血病病毒感染可能表现很不典型；FeLV猫有什么表现；猫总是生病是不是白血病；反复感染；体重下降；食欲和精神下降；牙龈可能苍白；FeLV相关临床表现可以涉及贫血、免疫抑制和肿瘤等多个方面；症状不能替代病毒检测；明显牙龈苍白；呼吸困难；持续高热或倒地,"[{""source_id"": ""DOI-10.3390-ani14071051"", ""title"": ""Epidemiological Insights into Feline Leukemia Virus Infection"", ""url"": ""https://www.mdpi.com/2076-2615/14/7/1051"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,95746deb01f56b70dd604327d43fce76d3fd2f7560978d21a4317856c594059a
MVP-INF-007,1.6.0-open-mvp-truth-repair-draft,zh-CN,猫打斗和FIV暴露风险,"[""cat""]",infectious,common_disease_health_education_and_triage,"[""猫打架会得猫艾滋吗"", ""被外面的猫咬了""]","[""伤口局部红肿、流脓或形成脓肿"", ""发热"", ""跛行或不愿活动"", ""精神萎靡、食欲下降""]","[""FIV主要与咬伤等血液暴露相关"", ""一次检测的解释与暴露时间和猫龄有关，应由兽医安排""]","[""打斗/咬伤发生在什么时候？"", ""对方猫的健康状况是否已知（如 FIV/FeLV 状态）？"", ""伤口在什么位置、有多深？""]",记录症状出现时间、频率、饮水、食欲和活动变化，尽快由兽医结合体检及必要检查判断；不要仅凭本卡自行确诊或用药。若出现任一红旗（咬伤累及胸腹、持续出血、发热虚弱或伤口迅速肿胀），应立即就医或急诊。,"[""咬伤累及胸腹"", ""持续出血"", ""发热虚弱或伤口迅速肿胀""]",猫打斗和FIV暴露风险；猫打架会得猫艾滋吗；被外面的猫咬了；有深部咬伤或打斗史；FIV主要与咬伤等血液暴露相关；一次检测的解释与暴露时间和猫龄有关，应由兽医安排；咬伤累及胸腹；持续出血；发热虚弱或伤口迅速肿胀,"[{""source_id"": ""DOI-10.3390-v4112684"", ""title"": ""Clinical Aspects of Feline Retroviruses: A Review"", ""url"": ""https://www.mdpi.com/1999-4915/4/11/2684"", ""license"": ""CC BY 3.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,50593ff5a930c58d033df73229970353f0cf49f07479a46d559c1e11ec5a0b6e
MVP-INF-008,1.6.0-open-mvp-truth-repair-draft,zh-CN,不能根据外观判断猫是否感染FeLV或FIV,"[""cat""]",infectious,common_disease_health_education_and_triage,"[""看起来健康会有猫白血病吗"", ""猫艾滋能看出来吗""]","[""外观可能完全正常""]","[""FeLV或FIV感染猫可能在一段时间内无明显症状"", ""确诊依赖恰当检测及必要时复核""]","[""猫咪是否为新领养、外出或来源/接触史不明？"", ""猫咪是否与确诊或可能感染 FeLV/FIV 的猫（如流浪猫、户外猫）共同生活，或与未知感染状况的猫有过咬伤/打架？"", ""猫咪最近一次 FeLV/FIV 检测结果是什么？""]",出现任一红旗表现（持续发热、明显消瘦、反复感染或牙龈苍白）应立即就医或急诊；记录症状出现时间、频率、饮水、食欲和活动变化，尽快由兽医结合体检及必要检查判断；不要仅凭本卡自行确诊或用药。,"[""持续发热"", ""明显消瘦"", ""反复感染或牙龈苍白""]",不能根据外观判断猫是否感染FeLV或FIV；看起来健康会有猫白血病吗；猫艾滋能看出来吗；外观可能完全正常；FeLV或FIV感染猫可能在一段时间内无明显症状；确诊依赖恰当检测及必要时复核；持续发热；明显消瘦；反复感染或牙龈苍白,"[{""source_id"": ""DOI-10.3390-v4112684"", ""title"": ""Clinical Aspects of Feline Retroviruses: A Review"", ""url"": ""https://www.mdpi.com/1999-4915/4/11/2684"", ""license"": ""CC BY 3.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,c79d8a13dbbd2ce9de62d206c6db0fe31dc0f5ffadd577b88d90f8c240d4b772
MVP-INF-009,1.6.0-open-mvp-truth-repair-draft,zh-CN,犬发热呕吐并出现黄疸,"[""dog""]",infectious,common_disease_health_education_and_triage,"[""狗发烧吐还黄"", ""狗会不会钩端螺旋体""]","[""发热/体温升高"", ""食欲下降"", ""呕吐"", ""精神差"", ""可能黄疸""]","[""犬钩端螺旋体病可影响肾脏和肝脏且表现多样"", ""属于需要及时就医评估的人畜共患病""]","[""最近是否接触过积水、鼠类或野生动物？"", ""狗狗是否按时接种过钩端螺旋体疫苗？"", ""尿液颜色是否明显变深或呈茶色？""]",尽快就医并告知可能的环境暴露；处理尿液时注意手卫生，避免儿童和免疫低下者接触。出现任一红旗（黄疸伴虚弱、尿量减少、反复呕吐或出血）应立即急诊就医。,"[""黄疸伴虚弱"", ""尿量减少"", ""反复呕吐或出血""]",犬发热呕吐并出现黄疸；狗发烧吐还黄；狗会不会钩端螺旋体；发热/体温升高；食欲下降；呕吐；精神差；可能黄疸；犬钩端螺旋体病可影响肾脏和肝脏且表现多样；属于需要及时就医评估的人畜共患病；黄疸伴虚弱；尿量减少；反复呕吐或出血,"[{""source_id"": ""DOI-10.3390-ani11123405"", ""title"": ""Risk and Predictive Factors of Leptospirosis in Dogs"", ""url"": ""https://www.mdpi.com/2076-2615/11/12/3405"", ""license"": ""CC BY 4.0"", ""page_or_section"": ""Abstract"", ""verification_status"": ""source_identity_license_and_locator_verified_2026-08-12; veterinary_claim_review_pending"", ""support_note"": ""中文内容为保守概括；来源用于支持主题、物种和风险边界，不代表个体诊断。"", ""change_note"": ""已在 v1.4 核对来源身份、商业许可、题名和定位；未逐字复制。""}]",Only verified CC BY/CC0 evidence is retained; attribution and change notices are mandatory.,true,adversarial_review_fixes_applied_v1_6,blocked_pending_mainland_China_licensed_veterinarian_review,true,test,false,77cd0afefd45c8d8c2a59ed499305d6fee3413370c535c03c1f7d0460d9cc4bf
